room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Deep Space"" by Beat the Room in Sacramento",https://worldofescapes.com/sacramento/quests/beat-the-room-deep-space,"6840 Five Star Blvd #100; Rocklin, CA 95677","Welcome aboard, BTR-2162 astronauts. This vessel is currently experiencing system failures due to a power overload. There are two astronauts in cryosleep aboard this vessel, we need you to get this ship back to full power or their lives may be in danger. Once all the ship’s systems are back online the astronauts in cryosleep should begin to defrost and warp drive will come back online. Once the warp drive is active, eject yourselves using the escape pods. You have 60 minutes to complete the reboot before life support is cut to the astronauts in cryosleep! The fate of the galaxy is in your hands, good luck.",2-8,60,Very difficult,Not scary,14+,None
