room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Nuclear Bunker"" by Room Escape Miami by Fox in a Box in Miami",https://worldofescapes.com/miami/quests/room-escape-miami-nuclear-bunker,28 SE 1st Street Miami FL 33131,"Your special agents' team has the hardest task yet ahead of you. Travel back in time to the years of Cold War between USSR and USA. Find yourselves trapped in an underground bunker where the missile launch codes will start a nuclear war in 60 minutes. You have to abort the mission, whatever it takes.",2-12,60,Average,Not scary,12+,None
