room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""The Quest"" by Escape Goat in Orlando",https://worldofescapes.com/orlando/quests/escape-goat-the-quest,"1165 E Plant St, Winter Garden, FL 34787","In the serene and tranquil village of Oakenshire, devastation looms on your horizon. A great Garzon dragon has wrecked havoc across your lands. You find yourself, as volunteers on a quest for Oakenshire, standing at the door of Lord Montague; the man in the mountain most known for his studies of magical creatures. He perhaps possesses the key to your survival.",2-6,60,Very difficult,Not scary,5+,None
