room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Hors D'oeuvres & Obituaries"" by The Escape Branson in Branson",https://worldofescapes.com/branson/quests/the-escape-branson-hors-d-oeuvres-and-obituaries,"203 S. Commercial St. Branson, MO 65616","It was never just an ordinary family dinner, but it wasn’t supposed to end like this. Peel back the layers of family jealousy and anger to discover the motives that led to this cold-blooded murder. This Shakespearean drama will challenge you to solve the mystery and to escape the crime scene before you are doomed to join the departed.",2-6,60,Difficult,Not scary,,0.3
