room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Meltdown"" by Escape the Room Texas in Houston",https://worldofescapes.com/houston/quests/escape-the-room-houston-three-mile-island,"3303 Louisiana St #220 Houston, TX 77006",Welcome to your new job at the nuclear power plant! Up to eight players will report to Sector 7G for training. The current manager on duty is about to take a lunch break. You are in charge now and the nuclear power plant is your responsibility. What could possibly go wrong in just one hour?,2-8,60,Average,Not scary,10+,None
