room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""The Asylum"" by Escape Rooms Connecticut in New Haven",https://worldofescapes.com/new-haven/quests/escape-rooms-connecticut-the-asylum,"500 Boston Post Rd Orange, CT 06477","Welcome to the Asylum. Recently a group of six paranormal investigators went missing after attempting to research the haunted nature of this long abandoned asylum. This asylum is rumored to be haunted by the patients who once lived there and were tortured by a doctor who used to perform inhumane experiments on them, which led to their deaths. This doctor, Dr. Borden, has been seen recently entering and exiting the asylum for unknown reasons, through a tunnel system located under the building.

You are a team of detectives called in to investigate the disappearance of these paranormal investigators and are convinced that Dr. Borden is responsible. He has just left the facility and you’ve entered the asylum through the tunnel system. Is Dr. Borden responsible for their disappearance or is he up to something else? Find the evidence you need to convict him before he returns and potentially makes you his next victims…",2-10,60,Difficult,A little scary,18+,None
