room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Parental Advisory: Story of Sledge Dixx"" by 3rd Day Escape in San Diego",https://worldofescapes.com/san-diego/quests/3rd-day-escape-parental-advisory-story-of-sledge-dixx,"7969 Engineer Rd. Suite 215 San Diego, CA 92111","Sledge Dixx is one of the biggest rock-stars to walk planet Earth. After years of being out of the limelight, Dixx has decided to make a big comeback with his new and highly anticipated album. There is only one problem; his old bitter band mates. They caught wind of Dixx’s new album ideas and they managed to execute a hex to keep Dixx in your TV screen forever. You and your group (his biggest fans) must now break into Dixx’s apartment and retrieve his “magic” guitar to bring back Sledge and his legacy!",2-6,60,Very difficult,Not scary,21+,None
