room_title,woe_room_url,tag_id,tag
"Escape room ""Kate's Motel"" by ESCAPE:chandler in Phoenix",https://worldofescapes.com/phoenix/quests/escape-chandler-kates-motel,2,Public Ticketing
"Escape room ""Kate's Motel"" by ESCAPE:chandler in Phoenix",https://worldofescapes.com/phoenix/quests/escape-chandler-kates-motel,3,Up to eight players
"Escape room ""The Box"" by Escape Enterprise in Daleville",https://worldofescapes.com/daleville/quests/escape-enterprise-the-box,0,Top Secret
"Escape room ""The Box"" by Escape Enterprise in Daleville",https://worldofescapes.com/daleville/quests/escape-enterprise-the-box,1,Up to eight players
"Escape room ""The Submarine"" by Escape The Room Scottsdale in Phoenix",https://worldofescapes.com/phoenix/quests/escape-the-room-az-the-submarine,0,Public Ticketing
"Escape room ""The Submarine"" by Escape The Room Scottsdale in Phoenix",https://worldofescapes.com/phoenix/quests/escape-the-room-az-the-submarine,1,Adventure
"Escape room ""The Submarine"" by Escape The Room Scottsdale in Phoenix",https://worldofescapes.com/phoenix/quests/escape-the-room-az-the-submarine,2,Up to eight players
"Escape room ""Submarine Survival"" by Breakout Games - Birmingham in Birmingham",https://worldofescapes.com/birm/quests/breakout-games-birmingham-submarine-survival,0,Adventure
"Escape room ""Submarine Survival"" by Breakout Games - Birmingham in Birmingham",https://worldofescapes.com/birm/quests/breakout-games-birmingham-submarine-survival,1,Mystical
"Escape room ""Submarine Survival"" by Breakout Games - Birmingham in Birmingham",https://worldofescapes.com/birm/quests/breakout-games-birmingham-submarine-survival,2,Private Ticketing
"Escape room ""Submarine Survival"" by Breakout Games - Birmingham in Birmingham",https://worldofescapes.com/birm/quests/breakout-games-birmingham-submarine-survival,3,Immersive
"Escape room ""Submarine Survival"" by Breakout Games - Birmingham in Birmingham",https://worldofescapes.com/birm/quests/breakout-games-birmingham-submarine-survival,4,Up to seven players
"Escape room ""The Executioner"" by Huntsville Escape Rooms in Huntsville",https://worldofescapes.com/huntsville/quests/huntsville-escape-rooms-the-executioner,0,Adventure
"Escape room ""The Executioner"" by Huntsville Escape Rooms in Huntsville",https://worldofescapes.com/huntsville/quests/huntsville-escape-rooms-the-executioner,1,Historic
"Escape room ""The Executioner"" by Huntsville Escape Rooms in Huntsville",https://worldofescapes.com/huntsville/quests/huntsville-escape-rooms-the-executioner,2,Public Ticketing
"Escape room ""The Executioner"" by Huntsville Escape Rooms in Huntsville",https://worldofescapes.com/huntsville/quests/huntsville-escape-rooms-the-executioner,3,Up to seven players
"Escape room ""Zookeeper"" by Escape Rooms Mesa in Phoenix",https://worldofescapes.com/phoenix/quests/escape-rooms-mesa-zookeeper,0,Private Ticketing
"Escape room ""Zookeeper"" by Escape Rooms Mesa in Phoenix",https://worldofescapes.com/phoenix/quests/escape-rooms-mesa-zookeeper,1,Beginners
"Escape room ""Zookeeper"" by Escape Rooms Mesa in Phoenix",https://worldofescapes.com/phoenix/quests/escape-rooms-mesa-zookeeper,2,Up to six players
"Escape room ""The Shed"" by Dare To Escape AZ in Phoenix",https://worldofescapes.com/phoenix/quests/dare-to-escape-az-the-shed,0,Public Ticketing
"Escape room ""The Shed"" by Dare To Escape AZ in Phoenix",https://worldofescapes.com/phoenix/quests/dare-to-escape-az-the-shed,1,Up to twelve players
"Escape room ""The Cabin"" by Escape Tuscaloosa in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/escape-tuscaloosa-the-cabin,0,Private Ticketing
"Escape room ""The Cabin"" by Escape Tuscaloosa in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/escape-tuscaloosa-the-cabin,1,Up to eight players
"Escape room ""Dead End"" by Constant Evolution Escape Rooms in Cottonwood",https://worldofescapes.com/cottonwood/quests/constant-evolution-escape-rooms-double-crossed,0,Public Ticketing
"Escape room ""Dead End"" by Constant Evolution Escape Rooms in Cottonwood",https://worldofescapes.com/cottonwood/quests/constant-evolution-escape-rooms-double-crossed,1,Up to eight players
"Escape room ""Camp Mary Lee"" by Nightmare at 3008 in Birmingham",https://worldofescapes.com/birm/quests/nightmare-at-3008-camp-mary-lee,0,Scary
"Escape room ""Camp Mary Lee"" by Nightmare at 3008 in Birmingham",https://worldofescapes.com/birm/quests/nightmare-at-3008-camp-mary-lee,1,Halloween
"Escape room ""Camp Mary Lee"" by Nightmare at 3008 in Birmingham",https://worldofescapes.com/birm/quests/nightmare-at-3008-camp-mary-lee,2,Big groups
"Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn",https://worldofescapes.com/auburn/quests/auburn-escape-zones-black-beards-brig,0,Public Ticketing
"Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn",https://worldofescapes.com/auburn/quests/auburn-escape-zones-black-beards-brig,1,Adventure
"Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn",https://worldofescapes.com/auburn/quests/auburn-escape-zones-black-beards-brig,2,Up to eight players
"Escape room ""Abducted"" by Escape Tuscaloosa in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/escape-tuscaloosa-abducted,0,Detective
"Escape room ""Abducted"" by Escape Tuscaloosa in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/escape-tuscaloosa-abducted,1,Private Ticketing
"Escape room ""Abducted"" by Escape Tuscaloosa in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/escape-tuscaloosa-abducted,2,Up to eight players
"Escape room ""Jail Break"" by Escape Zone in Phoenix",https://worldofescapes.com/phoenix/quests/escape-zone-jail-break,0,Prison Break
"Escape room ""Jail Break"" by Escape Zone in Phoenix",https://worldofescapes.com/phoenix/quests/escape-zone-jail-break,1,Public Ticketing
"Escape room ""Jail Break"" by Escape Zone in Phoenix",https://worldofescapes.com/phoenix/quests/escape-zone-jail-break,2,Up to eight players
"Escape room ""The Great Outdoors"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-great-outdoors,0,Halloween
"Escape room ""The Great Outdoors"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-great-outdoors,1,Public Ticketing
"Escape room ""The Great Outdoors"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-great-outdoors,2,Mystical
"Escape room ""The Great Outdoors"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-great-outdoors,3,Scary
"Escape room ""The Great Outdoors"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-great-outdoors,4,Up to ten players
"Escape room ""Horror Hotel"" by Breakout in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/Horror-Hotel,0,Public Ticketing
"Escape room ""Horror Hotel"" by Breakout in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/Horror-Hotel,1,Scary
"Escape room ""Horror Hotel"" by Breakout in Tuscaloosa",https://worldofescapes.com/tuscaloosa/quests/Horror-Hotel,2,Up to eight players
"Escape room ""The Study"" by The Sleuth Box in Phoenix",https://worldofescapes.com/phoenix/quests/the-study-az,0,Adventure
