room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate,min_players,max_players,time_limit_str,minimum_age,difficulty_int,fear_int,query_address,room_latitude,room_longitude
"Escape room ""The Elevator"" by Legends of Xscape in West Palm Beach",https://worldofescapes.com/west-palm-beach/quests/legends-of-xscape-the-elevator,"324 Datura St, Suite 101, West Palm Beach, FL 33401","You and your family arrive at The Grand Legend Palace hotel ready for a wonderful vacation. Checking in at the front desk, you are delighted to find your luggage has been delivered by the airlines. As the attendant shows you to your room, you start to notice people moving quickly past you in a panic. Determined to hit the beach, you continue on to your suite located on the 5th floor. It’s your vacation, what could go wrong?
There are two identical rooms available at the location, each for 2-6 players. Double the fun and race against your opponents in a friendly competition.",2-12,60,Average,Not scary,,None,2,12,60 minutes,nan,1,0,"324 Datura St #101, West Palm Beach, FL 33401, USA",26.7120536,-80.05301209999999
"Escape room ""Prison Break"" by Escape Redding in Redding",https://worldofescapes.com/redding/quests/escape-redding-prison-break,"2144 Hilltop Dr Redding, CA 96002","It's 1972 and you have been proven guilty of a crime you did not commit. It's like the system is against you, the options seem slim. Someone sneaks a note into the palm of your hand after the trial, ""we will be in touch"" signed and stamped by V.A. What is this? The only option is escaping.",3-6,60,Difficult,Not scary,14+,0.9,3,6,60 minutes,14,2,0,"2144 Hilltop Dr, Redding, CA 96002, USA",40.5764997,-122.3587554
"Escape room ""Th3 C0d3"" by Escapology Montgomery in Montgomery",https://worldofescapes.com/montgomery/quests/escapology-montgomery-the-code,"130 Commerce Street, Montgomery, AL 36104","Your Cyber Crime unit has to face the most challenging task yet. An anonymous tip places Nitr0, the world's most famous hacker, at an apartment in Cambridge. Upon arriving, you receive a video message from Nitr0 himself, saying that he set this trap for you. You will be framed for the biggest virtual heist in history. Unless you find a way to stop Nitr0...",2-6,60,Difficult,Not scary,,None,2,6,60 minutes,nan,2,0,"130 Commerce St, Montgomery, AL 36104, USA",32.3796122,-86.3109466
"Escape room ""Enchanted Zombie Apocalypse"" by Paranoia Quest in Atlanta",https://worldofescapes.com/atlanta/quests/paranoia-quest-zombie-apocalypse,"72 Broad St SW Atlanta, GA 30303","Hope has about run its course here. We’re all beyond exhausted; the only thing that keeps us moving at this point is sheer force of will. The zombies won’t stop coming, and no matter what we do, nothing ever seems to make a difference – until now.
A few months ago, we got in touch with some sort of government facility. They had been completely cut off from the rest of the government and couldn’t figure out why they had lost contact. I hated to tell them what had happened, but they took it well. It was almost like they were prepared for this sort of thing. They acted like it was business as usual, but they kept asking us for things, telling us that they were working on a cure. I guess someone else would have walked away after a while, but I couldn’t do it. I couldn’t give up on the chance that they might actually have something that we needed.

I must have been wrong. We had just brought a big delivery in when they suddenly stopped contact. I couldn’t shake the gut feeling that something was horribly wrong. We tried to get in, but we couldn’t make it through. The team that we sent in lost contact after an hour, so we have no idea what’s going on in there. That’s why I’m writing to you. If anyone would be able to do it, it’s gonna be you. You’re our only hope here. Imagine a cure; imagine a new world. A world where you don’t have to keep watch every night, where you can return to your home and your job, where you can celebrate birthday parties and not have to worry where your next meal is coming from.",2-8,60,Average,A little scary,8+,0.17,2,8,60 minutes,8,1,1,"72 Broad St SW, Atlanta, GA 30303, USA",33.7524957,-84.3925778
"Escape room ""The Babysitter"" by Reed Between The Lines in Rohnert Park",https://worldofescapes.com/rohnert-park/quests/reed-between-the-lines-the-babysitter,"5800 Redwood Drive, Suite C Rohnert Park, CA 94928","Your parents have gone out for supper and left your aunt to babysit you. You love when your aunt babysits because she’s fun and playful, not to mention good at making awesome puzzles and booby traps!
Your aunt knows that, ever since you were a little kid, you have always needed your teddy bear with you to fall asleep. To challenge you, your aunt hid Teddy somewhere in your room. Now your bedtime has passed, and if your parents find you awake when they come home, you’ll be grounded. You know that your aunt will never tell you where it is hidden, but she will give you clues along the way.",4-6,60,Average,Not scary,,0.5,4,6,60 minutes,nan,1,0,"5800 Redwood Dr Suite C, Rohnert Park, CA 94928, USA",38.3522534,-122.7142992
"Escape room ""Slaughter"" by Escape Hotel in Los Angeles",https://worldofescapes.com/los-angeles/quests/escape-hotel-slaughter,"6633 Hollywood Blvd, Los Angeles, CA 90028","Welcome to Room 1974. Feeling a bit hungry? There is plenty of meat in the fridge. Unfortunately, it seems our staff has mistakenly booked your luxury villa reservation and instead, given you this room. For the past couple of years, it has been the home of quite an interesting character. 
He is not in presently, but we know he is due back in one hour. We hope you will make it out of here, in time, before he returns. Otherwise, you will simply become the latest addition to his eccentric room décor.
We do hope you’ll join us for dinner. Enjoy your stay!",3-8,60,Very difficult,A little scary,12+,None,3,8,60 minutes,12,3,1,"6633 Hollywood Blvd, Los Angeles, CA 90028, USA",34.1017827,-118.3345105
"Escape room ""Almost Famous"" by Tropic Escape in Fort Myers",https://worldofescapes.com/fort-myers/quests/tropic-escape-almost-famous,"4061 Bonita Beach Rd. Ste 203, Bonita Springs, FL 34134","Your band, Cipher, is about to be stabbed in the back by your own lead singer, and just before the release of your smash hit debut album. Sneak into the recording studio, finish the album and release it before she can get her hands on it.",2-8,60,Difficult,Not scary,13+,None,2,8,60 minutes,13,2,0,"4061 Bonita Beach Rd SW #203, Bonita Springs, FL 34134, USA",26.3299511,-81.81975050000001
"Escape room ""The A.I."" by Exit Game in San Diego",https://worldofescapes.com/san-diego/quests/exit-game-sd-the-ai,"8222 Ronson Road San Diego, CA 92111","Your friend Jonathan Adams, a software engineer, disappeared after being accused of a massive digital attack on the government. Perhaps there are clues within his studio that you can use to clear his name? Oh, and be sure to be nice to Ada, his A.I. digital assistant... You wouldn't want to get on her bad side.",2-10,60,Average,Not scary,12+,0.4,2,10,60 minutes,12,1,0,"8222 Ronson Rd, San Diego, CA 92111, USA",32.8294286,-117.1464763
"Escape room ""Detention"" by Key Quest in Miami",https://worldofescapes.com/miami/quests/key-quest-miami-detention,"2101 N. University Dr., Sunrise, FL 33322","There is a huge party at a friend's house today, but you've been sent to detention! You know the math teacher has left clues how to escape out of here to see who's been listening in class. Can you find them in 45 minutes and still make it to the party?",3-6,45,Easy,Not scary,12+,None,3,6,45 minutes,12,0,0,"2101 N University Dr, Sunrise, FL 33322, USA",26.1511567,-80.25887759999999
"Escape room ""Shaken, Not Stirred"" by Great Escape Delaware in Newark",https://worldofescapes.com/newark-de/quests/great-escape-delaware-shaken-not-stirred,"700 Capitol Trail, Newark, DE 19711","You are a team of special operatives working for a clandestine government organization called ""The Agency"". You arrive at a local safe house to get your next assignment to stop the latest terrorist threat; suddenly you find out your safe house has been compromised and you are trapped in the room. Your captor, the evil terrorist group known as “The Establishment” has imprisoned you in the safe room with a ticking bomb. Can you figure out how to find the backdoor exit out of the room before the bomb takes you and your team out of the game once and for all?",4-8,60,Difficult,Not scary,,None,4,8,60 minutes,nan,2,0,"700 Capitol Trail, Newark, DE 19711, USA",39.6940946,-75.720108
"Escape room ""PROstate Farm"" by Solve Who, LLC in San Diego",https://worldofescapes.com/san-diego/quests/solve-who-prostate-farm,"1570 Fifth Ave San Diego, CA 92101","An office scoffs while the boss is permanently laid off... Search the crime scene for clues to William Lumbergh’s brutal murder at his own insurance agency: PROstate Farm. Police have brought in 3 suspects for questioning and it’s up to you to decide which of the 3 committed the murder. Relate the clues and forensic evidence you’ve found to each suspect’s testimony, and collectively decide who killed the bad boss... Solve Who!",2-12,75,Difficult,Not scary,21+,0.32,2,12,75 minutes,21,2,0,"1570 Fifth Ave, San Diego, CA 92101, USA",32.7216028,-117.1607576
"Escape room ""The Alchemy Lab"" by ClueMasters Escape Room in Fort Smith",https://worldofescapes.com/fort-smith/quests/cluemasters-the-alchemy-lab,"115 North 10th Street, Suite A Fort Smith, AR 72901","You are apprentices of the recently deceased alchemist Dolores Belmont. In her will, she left you a treasure that could grant you eternal life: The Philosopher's Stone! But you only have one hour to uncover her secrets before the unstable chemicals in her lab explode!",2-6,60,Average,Not scary,15+,None,2,6,60 minutes,15,1,0,"115 N 10th St Suite A, Fort Smith, AR 72901, USA",35.3863964,-94.4204998
"Escape room ""The Ring"" by Smart Escape in Washington, D.C.",https://worldofescapes.com/washington/quests/smart-escape-towson-the-ring,"503 York Rd Towson, MD 21204","Everyone that watched this videotape is already dead…The sound of a phone ringing was the last thing they heard before dying. A call from the spirit of the slain Samara, attempting to break out of her well. Thanks to your great misfortune you have already seen the tape and are now cursed. Welcome to Samara’s deadly game, you have 60 minutes to lift the curse and send Samara back to her well forever!",3-7,60,Very difficult,A little scary,10+,None,3,7,60 minutes,10,3,1,"503 York Rd, Towson, MD 21204, USA",39.4007488,-76.6024977
"Escape room ""Miss Jezebel"" by 60out Escape Rooms in Los Angeles",https://worldofescapes.com/los-angeles/quests/60out-escape-rooms-miss-jezebel,"2284 S Figueroa St Los Angeles, CA 90007","You are cordially invited to the residence of a killer, an assassin of men who’s showing no signs of stopping. Can you and your friends survive her ‘hospitality’ and collect all the evidence against her before this bizarre black widow traps you in her web for good? Come experience 60Out’s wildest, weirdest, and raunchiest adventure against the devious debutante herself at Miss Jezebel’s Tea Party!",3-5,60,Difficult,Not scary,18+,None,3,5,60 minutes,18,2,0,"2284 S Figueroa St, Los Angeles, CA 90007, USA",34.0309831,-118.2740067
"Escape room ""The Inventor's Garage"" by Epic Escape Game in Denver",https://worldofescapes.com/denver/quests/epic-escape-game-the-inventors-garage,"37 W. Floyd Avenue, Englewood, CO 80110","You’re a brilliant, resourceful inventor, but you can be a bit forgetful. Well, a lot forgetful. You’ve been working on a big ball machine that’s supposed to...what was that again? It seemed so important and urgent before, but now you just can’t remember. Luckily, you always leave yourself clues in your workshop to help jog your memory. Use your ingenuity and half-finished inventions to help you remember what you needed to do. And be quick about it!",1-8,60,Average,Not scary,,0.68,1,8,60 minutes,nan,1,0,"37 W Floyd Ave, Englewood, CO 80110, USA",39.6564464,-104.9884522
"Escape room ""The Bunker: Aftermath"" by Escape Woods in Atlanta",https://worldofescapes.com/atlanta/quests/escape-woods-the-bunker-aftermath,"628 Sleepy Hollow Rd Powder Springs, GA 30127","A terrible virus has been released on the world and it is spreading rapidly. The virus was only released a few days ago but it has already spread to much of the world's population. In its wake the virus is turning everyone infected into mindless, blood thirsty shells of their former selves. In the aftermath, civilization is beginning to break down and humanity is crumbling. 
Not much is known about why the virus was released or who released it but you and your team have discovered the location where the virus was manufactured. If the virus was created in this bunker lab, then it is possible that an antidote exists in the lab as well. At the current rate of infection the world's population will be completely infected in a matter of weeks. Your mission is to infiltrate the bunker where the virus was created and find a possible antidote. 
If you find an antidote, then you will have the power to save the world... or seal the world's fate if you decide to destroy the only antidote. Will you make the right choice?",2-10,60,Very difficult,Not scary,10+,None,2,10,60 minutes,10,3,0,"628 Sleepy Hollow Rd, Powder Springs, GA 30127, USA",33.801944,-84.73528
"Escape room ""Bomb Squad"" by Escape the Space in Athens",https://worldofescapes.com/athens/quests/escape-the-space-bomb-defusal,"540 Hawthorne Ave. Athens, GA 30606","Have you ever wondered if you would have what it takes to be a part of the country’s most elite Bomb Squad? Wonder no more. This room will challenge your skills... as you, and your team, battle against our city’s most notorious villain! Determined to destroy our city, you are the only thing that could possibly stop him... and his bombs!",2-14,60,Average,Not scary,,None,2,14,60 minutes,nan,1,0,"540 Hawthorne Ave, Athens, GA 30606, USA",33.959375,-83.41266399999999
"Escape room ""Cabin in the Woods"" by Conundrum Escape Rooms in Denver",https://worldofescapes.com/denver/quests/Conundrum-Escape-Rooms-Cabin-in-the-Woods,"2480 Kipling St, Lakewood, CO 80002",Lost in the woods and running low on supplies your hiking group stumbles upon a remote cabin. Gather provisions and find a way to return to civilization before you're trapped by an aproaching storm.,2-8,60,Difficult,Not scary,,0.28,2,8,60 minutes,nan,2,0,"2480 Kipling St, Lakewood, CO 80215, USA",39.7524158,-105.1091307
"Escape room ""Disarm"" by Outerlife Studios in Tampa",https://worldofescapes.com/tampa/quests/outerlife-studios-disarm,"1942 2nd Ave S, St. Petersburg, FL 33712","""117"" reads the apartment number on the door. You examine your surroundings further noting a mirror on the wall and three other apartment doors. The building has not been well maintained - paint is peeling from the walls, the carpet is dingy and stained and even the air seems old.
For reasons unknown, you have been brought here - no, trapped in here, by someone who intends to watch you die. Your head is still a little cloudy from the sedatives but you remember clearly the threat of a bomb and that it would detonate in just one hour. The door is locked so your only hope for escape is to disarm the bomb.",2-6,60,Difficult,A little scary,10+,0.4,2,6,60 minutes,10,2,1,"1942 2nd Ave S, St. Petersburg, FL 33712, USA",27.7690364,-82.6599481
"Escape room ""Captain Madok's Treasure"" by Society of Curiosities in Kauai",https://worldofescapes.com/kauai/quests/society-of-curiosities-captain-madoks-treasure,Anywhere!,"The society has uncovered letters that they believe will finally lead to the discovery of Captain Madok's treasure. Your job is to aid the ground team in their recovery efforts. Your package of artifacts will mail straight to your house. Plan for 2-6 hours of play.
",1-4,400,Difficult,Not scary,13+,None,1,4,400 minutes,13,2,0,"1700 Westlake Ave N Suite 200, Seattle, WA 98109, USA",47.63450779999999,-122.3396029
"Escape room ""The Missing Professor"" by ClueMasters Escape Room in Fort Smith",https://worldofescapes.com/fort-smith/quests/cluemasters-escape-room-the-missing-professor,"115 North 10th Street, Suite A Fort Smith, AR 72901","Your uncle is missing and you’ve gone to his house to find him, but what you discover instead is more than you bargained for. Thrown in the middle of a centuries-old treasure hunt, you must unlock the secrets of the room to retrieve an object of special value before it falls into the wrong hands.",2-4,60,Average,Not scary,15+,None,2,4,60 minutes,15,1,0,"115 N 10th St Suite A, Fort Smith, AR 72901, USA",35.3863964,-94.4204998
"Escape room ""Zombie Apocalypse - Destination Paris"" by ALL IN Adventures Lawrenceville in Atlanta",https://worldofescapes.com/atlanta/quests/all-in-adventures-lawrenceville-zombie-apocalypse-destination-paris,"5900 Sugarloaf Pkwy #134 Lawrenceville, GA 30043","You are working in a research lab and discover the zombification virus has mutated into two distinct strains. While both strains are weaker than the original the majority of the survivors are now only immune to one or the other of the strains. You must quickly find a test to determine who is immune to which so vaccines can be produced.
",2-10,60,Average,Not scary,14+,None,2,10,60 minutes,14,1,0,"5900 Sugarloaf Pkwy #134, Lawrenceville, GA 30043, USA",33.9811233,-84.079501
"Escape room ""Depths of Osiris VR"" by Time Travel Escapes in West Palm Beach",https://worldofescapes.com/west-palm-beach/quests/time-travel-escapes-depth-of-osiris,"401 Maplewood Drive #18, Jupiter, FL 33458","We need a team of specialists to help us.  Our team of deep sea archeologists have been stumped for months after discovering the lost Temple of Osiris. We need you and your team to help us gain access to the temple and retrieve the rumored artifact inside. You have limited oxygen so act fast and help us with this mission. 


",2-4,60,Average,Not scary,,None,2,4,60 minutes,nan,1,0,"401 Maplewood Dr #18, Jupiter, FL 33458, USA",26.931081,-80.1242772
"Escape room ""Are We Dead? VR"" by Virtual Room Los Angeles in Los Angeles",https://worldofescapes.com/los-angeles/quests/virtual-room-los-angeles-are-we-dead,"6434 Hollywood Blvd Los Angeles, CA 90028","In the year 2040 in a secret military base, it’s been 9 years since an infection devastated the planet creating a rampant Zombie population.

Scientists are about to discover an antidote and will be soon begin eliminating all Zombies off the face of the earth!

Form your team of Zombies and fight for your own race’s survival – it’s time to save the Zombie’s for once!",2-4,45,Very difficult,Not scary,14+,None,2,4,45 minutes,14,3,0,"6434 Hollywood Blvd, Los Angeles, CA 90028, USA",34.1012989,-118.3307087
"Escape room ""Da Vinci's Challenge"" by Quest Room in Los Angeles",https://worldofescapes.com/los-angeles/quests/quest-room-da-vincis-challenge,"170 South Western Avenue, Los Angeles, CA 90004","You live in Italy in the year 1493. The name of the Master Leonardo Da Vinci is known all around the world. Hundreds of students start to follow him, hoping that grand inventor will take them under his wing as an apprentice. There are so many young hopefuls, that Da Vinci built a room specifically designed to select candidates. Only the students capable of exiting this room in one hour will be granted the honor to learn from Master Leonardo!",2-8,60,Difficult,Not scary,13+,0.24,2,8,60 minutes,13,2,0,"170 S Western Ave, Los Angeles, CA 90004, USA",34.0718422,-118.3087184
"Escape room ""Tragic Magic"" by Tampa Bay Escape Room in Tampa",https://worldofescapes.com/tampa/quests/tampa-bay-escape-room-tragic-magic,"625 Cleveland St Clearwater, FL 33755","The night is calm and everyone in this land has turned in for the night. As an apprentice, you enter the Wizard's Keep to turn in as well. Alas, no one is to be found. Searching high and low you try and find your master. Trapped by a blunder of his own doing he has accidentally cast a spell that has placed him in another dimension. It is your job to help free him in 60 minutes or he will be doomed forever.",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"625 Cleveland St, Clearwater, FL 33755, USA",27.9653614,-82.7976825
"Escape room ""Budapest Express"" by Escapology Huntsville in Huntsville",https://worldofescapes.com/huntsville/quests/escapology-huntsville-budapest-express,"930 Old Monrovia Rd NW, Suite A, Huntsville AL 35806","On your way to a detective conference with your closest colleagues, you're traveling onboard the famous Budapest Express. Suddenly a knock on the door interrupts your peaceful journey. The manager needs your help: a first-class passenger has been murdered. It had to have been one of the passengers! You have to figure it before you become the next victim!",2-6,60,Very difficult,Not scary,,None,2,6,60 minutes,nan,3,0,"930 Old Monrovia Rd NW Suite A, Huntsville, AL 35806, USA",34.7366024,-86.6612657
"Escape room ""Transfiguration"" by Unlock Escape Rooms in Fresno",https://worldofescapes.com/fresno/quests/unlock-escape-rooms-transfiguration,"50 W Bullard Ave #105 Clovis, CA 93612","The School of Witchcraft & Wizardry is a series of 4 escape rooms. Visit classrooms inspired by J.K. Rowling's Harry Potter and Hogwarts School for Wizards.  Harry Potter fans will recognize clues and props inspired by this epic series, but no prior knowledge of the books/movies is required to enjoy this room. Play one room or experience all 4 rooms: TRANSFIGURATION, HERBOLOGY, POTIONS and SPELLS & POTIONS.  Rooms change periodically.  So don't delay! 

",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"50 W Bullard Ave #105, Clovis, CA 93612, USA",36.8231966,-119.7031135
"Escape room ""The Plundering"" by Beat the Room in Sacramento",https://worldofescapes.com/sacramento/quests/beat-the-room-the-plundering,"814 Alamo Dr Vacaville, CA 95688","Set in the 1700’s on a dark and stormy night. The Royal Fortune is anchored and emptied of its crew. You successfully stole Black Bart’s treasure map last time you boarded his ship. Now you and your crew want to plunder his ship again..except this time, they returned unexpectedly. You have 60 minutes to escape the ship before Captain Black Bart and his pirates find you and you’re forced to walk the plank!",2-8,60,Difficult,Not scary,14+,None,2,8,60 minutes,14,2,0,"814 Alamo Dr, Vacaville, CA 95688, USA",38.348517,-121.99991
"Escape room ""Villain's Lair"" by ArtHatch Escape in San Marcos (CA)",https://worldofescapes.com/san-marcos-ca/quests/arthatch-escape-villains-lair,"201 E Grand Ave, Ste 2G, Escondido CA 92025","An evil super villain with a vendetta against the world has created a poisonous substance that he is planning on releasing, first to all of San Diego county, then the world! We sent our spies in months ago to infiltrate his lab and get more intel, but we haven’t heard from them in a week! With the safety of the entire world at stake, we need your help!",3-8,60,Average,Not scary,,None,3,8,60 minutes,nan,1,0,"201 E Grand Ave #2G, Escondido, CA 92025, USA",33.122273,-117.0796611
"Escape room ""Dr. Watson’s Infirmary"" by The Great Escape Room in Orlando",https://worldofescapes.com/orlando/quests/The-Great-Escape-Room-The-Infirmary,"23 1/2 S Magnolia Ave Orlando, FL 32801","You have been invited to be part of an elite observation team to view the newest medical wonder created by Dr. Watson. He has devised a miracle machine that will automatically perform open heart surgery and you will be one of the first to see it in action. As you enter the pre-op room, something goes terribly wrong!

A deadly virus has been released and you are now sealed in the operating room WITHOUT Dr. Watson! Dr. Watson has prepared the room for just such an instance, but you must find the clues that he has left in the room to activate the operating machine and successfully perform the procedure.

Time is ticking…can you save the patient before he expires?",2-10,60,Difficult,Not scary,12+,0.39,2,10,60 minutes,12,2,0,"23 1/2 S Magnolia Ave, Orlando, FL 32801, USA",28.541705,-81.3773247
"Escape room ""The Lab"" by Locked In Stuart in West Palm Beach",https://worldofescapes.com/west-palm-beach/quests/locked-in-stuart-the-lab,"729 South Colorado Avenue, Stuart, FL 34994","Welcome to E Laboratories! You have been granted access to Dr. Theodore Buckingham's private laboratory where highly sensitive and confidential research occurs. Unfortunately, security protocols were activated when you entered the laboratory without Dr. Buckingham. You have one hour to stop the lockdown before the lab is permanently sealed.",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"729 S Colorado Ave, Stuart, FL 34994, USA",27.1931743,-80.2521265
"Escape room ""Sabotage"" by EscapeSF in San Francisco",https://worldofescapes.com/sfbay/quests/escapesf-sabotage,"639 Clay St San Francisco, CA 94111","Welcome to the Sabotage Escape Game, the future of corporate play! Sabotage game is the mix of latest Technology, the outrageous Race and Mission: Impossible atmosphere. 
If your team has more than 20 people, the Sabotage Game is your Go-To option. Sabotage Escape Game can host large groups of 20 to 150 players at the same time at the same location. It’s a fun and intellectual game, perfect for your team-building activities.
Sabotage is highly rated by one of US Today's Best Room Escape 2018 Contest judges Will Chang:  “The Sabotage Spy Case game is the most compact high-tech escape room experience we’ve ever seen, and delivers true to an escape room experience“.
Sabotage Escape Game brings your employees together, they are all immersed into the atmosphere of solving the tasks, and have a chance to show off to each other their abilities to think out of the box and connecting the dots in a fast and unexpected manner. The whole experience will take one hour and a half for a team. ""Sabotage"" can be played at our secret safe house in the Financial District of San Francisco, or we could bring the game to your venue.
Ideal team-building escape game for big groups that combines awesome technology, experienced staff, easy event planning, and real results. Bond and bring your employees together! ",20-150,75,Average,Not scary,14+,0.75,2,150,75 minutes,14,1,0,"639 Clay St, San Francisco, CA 94111, USA",37.7944857,-122.4037843
"Escape room ""Zombie Autopsy"" by Gulf Coast Escape Room in Destin",https://worldofescapes.com/destin/quests/gulf-coast-escape-room-destin-zombie-autopsy,"34 Harbor Blvd Suite 102, Destin, FL 32541",You are trapped in a lab that was used to autopsy zombies for the cure for the zombie plague that has taken over the world. Many zombies were autopsied in this room and many parts are left behind. It is your job to find out what happened and how to stop them and escape the room within 60 mins.,2-10,60,Difficult,Not scary,,None,2,10,60 minutes,nan,2,0,"34 Harbor Blvd #102, Destin, FL 32541, USA",30.3948173,-86.5117823
"Escape room ""Operation North Pole"" by iPanic Escape Room in Lakeland",https://worldofescapes.com/lakeland/quests/ipanic-escape-room-operation-north-pole,"3800 US Hwy 98 N #126 Lakeland, FL 33809","Worried about getting nothing but coal this year for Christmas!?
Well this is your chance to fix that! Break into Santa's Magical workshop with your friends and find clues to hunt down The Naughty List! You will have 60 minutes to steal The Naughty List before Santa and his Elves return! ",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"3800 US Hwy 98 N #126, Lakeland, FL 33809, USA",28.0937664,-81.9778558
"Escape room ""The Strange Thing"" by Cinema Escape Rooms in Orange County",https://worldofescapes.com/orange-county/quests/cinema-escape-room-the-strange-thing,"4298 Katella Ave Los Alamitos, CA 90720","You have entered a small Midwestern town in 1984. Strange things have been happening here. With the help of a mysterious girl, you'll need to test your paranormal powers to stop evil from entering a portal and destroying our world.",2-8,60,Average,Not scary,7+,0.4,2,8,60 minutes,7,1,0,"4298 Katella Ave, Los Alamitos, CA 90720, USA",33.8025782,-118.0576057
"Escape room ""The Attic"" by Bolt NWA in Bentonville",https://worldofescapes.com/bentonville/quests/bolt-nwa-grandmas-attic,"404 SW Regional Airport Blvd Bentonville, AR 72712","You have played in their world. Now play as the kids who have been warned to stay out of Grandma's Attic. But why? What is in there that could be so bad? It seems Grandpa had fallen behind on repairs and now the door is stuck shut? See if you can find a way out before you get caught.
The Attic has gained a revamp as it followed us over to the new location. No longer just Grandma's junk... There is more to the story that you will have to discover.",2-12,60,Average,Not scary,,None,2,12,60 minutes,nan,1,0,"404 SW Regional Airport Blvd, Bentonville, AR 72713, USA",36.3365408,-94.2173447
"Escape room ""Spy Games"" by Ka-Ko Jo's in Fort Collins",https://worldofescapes.com/fort-collins/quests/ka-ko-jos-spy-games,"1943 Greeley Mall Greeley, CO 80631","You are recruited to join a secret government agency, specialising in espionage. As one of the top candidates for recruitment into the agency, and this is your final test. You must solve a series of challenges and work together with other recruits to prove yourselves.",2-6,60,Average,Not scary,,None,2,6,60 minutes,nan,1,0,"1943 Greeley Mall, Greeley, CO 80631, USA",40.3915502,-104.7096604
"Escape room ""Sound Escape"" by Escape Room Florence in Florence (AL)",https://worldofescapes.com/florence-al/quests/escape-room-florence-sound-escape,"108 S. Pine St., Florence, AL 35630","You're a local producer in a city that has claimed to be a hidden jewel for musicians and artists. A very well known artist has just landed and is on her way to tour the studio that helped rocket her career. There is a problem; you've lost one of the Grammy awards that are normally displayed. Show some R.E.S.P.E.C.T, locate the Grammy award and properly display it before she arrives! Her flight has landed in Huntsville so you only have 1 hour!",2-8,60,Average,Not scary,7+,None,2,8,60 minutes,7,1,0,"108 S Pine St, Florence, AL 35630, USA",34.7990965,-87.6772022
"Escape room ""Professor Moriarty's Game Room"" by The Great Escape Room in Miami",https://worldofescapes.com/miami/quests/the-great-escape-room-moriarty,"2315 S Le Jeune Rd Ste 200, Miami, FL 33134","As an apprentice to Sherlock Holmes, your help is needed to uncover a hidden object essential to his battle against the nefarious Professor Moriarty. Sherlock has created a series of deceptively clever games that must be successfully played and only the winners will go on to continue the battle.",1-12,60,Average,Not scary,12+,0.44,1,12,60 minutes,12,1,0,"2315 S Le Jeune Rd #200, Coral Gables, FL 33134, USA",25.750558,-80.2625578
"Escape room ""Mystery of the Black Dahlia"" by Escape Cocoa Beach in Melbourne",https://worldofescapes.com/melbourne/quests/escape-cocoa-beach-mystery-of-the-black-dahlia,"5675 N Atlantic Ave Unit 113/114 Cocoa Beach, FL 32931","One of America's oldest and most notorious cold cases involved the murder of a beautiful, young, aspiring actress near Hollywood, California. There were many persons of interest and a handful of serious suspects. No murder weapon(s) were ever located. The body had been severed at the waist along with many other disturbing injuries requiring surgical precision.
Stepping back in time, it's your job to enter the study of the lead suspect, a well-known local Dr. to the Hollywood elite. Can you find and recover the instruments used to commit this grizzly crime?",2-10,60,Very difficult,Not scary,8+,None,2,10,60 minutes,8,3,0,"5675 N Atlantic Ave Unit 113/114, Cocoa Beach, FL 32931, USA",28.3695937,-80.60753969999999
"Escape room ""Alien Autopsy"" by New Smyrna Beach Escape Room in Daytona Beach",https://worldofescapes.com/daytona-beach/quests/nsb-escape-room-aliens-autopsy,"116 Canal St New Smyrna Beach, FL 32168",Fact or Fiction?  You'll have an hour to decide for yourself in this biggest and hardest room yet!  Your team has found it's way to a secret laboratory hidden in Area 51 and are racing to collect evidence and escape before the government officials get wind of you being there!,4-10,60,Very difficult,Not scary,,0.1,4,10,60 minutes,nan,3,0,"116 Canal St, New Smyrna Beach, FL 32168, USA",29.0252349,-80.9216407
"Escape room ""Asylum"" by Hourglass Escape Rooms in Searcy",https://worldofescapes.com/searcy/quests/hourglass-escape-rooms-searcy-asylum,"1308 E Race Ave Searcy, AR 72143"," While exploring an old insane asylum, you hear a noise and then everything goes black. When you wake up, you realize you and your group have been chained to a wall and one person has been put into a straight jacket. 
 A former patient of the asylum has chosen you to play his game. He has given you only one hour to try and escape. You must work together and use your collective brain power to follow the clues left behind and escape the asylum. 
 Can you escape or will you go mad trying?",2-6,60,Average,Scary,18+,None,2,6,60 minutes,18,1,2,"1308 E Race Ave, Searcy, AR 72143, USA",35.250699,-91.722176
"Escape room ""Bio-Hazard Bunker"" by Escape Room Florence in Florence (AL)",https://worldofescapes.com/florence-al/quests/escape-room-florence-bio-hazard-bunker,"108 S. Pine St., Florence, AL 35630","Escaping the city after a nuclear attack, you find yourself in the jungle looking for answers when you discover a hidden bunker! But what seems like safety turns into panic when you realize the scientist that lived there was studying this nuclear attack long before it happened. Trapped inside, you have 1 hour to escape before the contamination infects all of you for good!",4-8,60,Average,Not scary,,None,4,8,60 minutes,nan,1,0,"108 S Pine St, Florence, AL 35630, USA",34.7990965,-87.6772022
