room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Sherlock's Library - Destination London"" by ALL IN Adventures White Marsh in Baltimore",https://worldofescapes.com/baltimore/quests/all-in-adventures-white-marsh-sherlocks-library-destination-london,"8200 Perry Hall Blvd space 2005 Nottingham, MD 21236","You must uncover the meeting place of the leaders of a secret society intent on disrupting the state opening of Parliament in a few days. Time is short and if you are unable to find the location, they will scatter back into the darkest shadows of London!
",2-8,60,Average,Not scary,14+,None
