room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Murder in the Man Cave"" by Gateway Escape Rooms in St. Louis",https://worldofescapes.com/st-louis/quests/gateway-escape-rooms-murder-in-the-man-cave,"150 Concord Plaza Shopping Center Sappington, MO 63128","Everybody loved “Smilin’ Jimmy” Pagano, a small-time crook with a big-time heart. But now he has disappeared and you fear the worst. You have one hour to solve the mystery or you and your friends may wind up wrapped in an old rug and dumped in a landfill.

",2-18,60,Average,Not scary,,None
