room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Forest of Fortune"" by RI Riddle Room in Providence",https://worldofescapes.com/providence/quests/ri-riddle-room-forest-of-fortune,"1150 Bald Hill Rd Warwick, RI 02886","You receive a picture message and location from your friend Justin who hasn't been heard from in weeks. Justin is somewhere in the woods of western RI standing in-front of a enormous pile of treasure. With his phone now going to voicemail, you and your friends decide to enter the forest in search of Justin and this unbelievable treasure. What will you find in the forest; failure or fortune?",4-10,60,Average,Not scary,14+,0.41
