room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Saloon Showdown"" by Try'n Escape in Denver",https://worldofescapes.com/denver/quests/try-n-escape-saloon-showdown,"19515 E Parker Square Dr Parker, CO 80134","1868; the news has spread quickly about the most recent target of the James-Younger gang. They walked out of the Nimrod Long Bank in Kentucky with nearly $52,000. According to certain sources, they have hidden their profits in the Mad Dog Saloon, the elusive gang's hideout. You, a rival gang, have heard about Jesse's big score and want the goods for yourselves. Does your team have what it takes to get in and get out with the loot before Jesse James and his gang returns?",2-6,60,Average,Not scary,14+,None
