room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Saving Christmas"" by Time to Escape in Atlanta",https://worldofescapes.com/atlanta/quests/time-to-escape-saving-christmas,"231 Peachtree St NE Atlanta, GA 30308","T’was the night before Christmas, and all through the house, not a creature was stirring, except for a Klaus (klaʊs) (rhymes with mouse), who is not to be confused with Mr. Claus, as in, Santa. Klaus, the elf, has been naughty and stolen Santa’s sack, now it’s up to you and your group to get it all back.
North Pole HQ has tracked the sack down, your grandmother’s house, what a coincidence, is where it was found. The disgruntled elf has stowed it within, find the sack, and help Santa by charting his flight plan. With only 45 minutes left this Christmas eve, it’s up to you to save Christmas, and in you, we believe.",1-8,45,Easy,Not scary,,0.6
