room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""The Classroom"" by Xscape The Room in Philadelphia",https://worldofescapes.com/philly/quests/xscape-the-room-the-classroom,"1 West Third St., Media, PA 19063","It’s exam time and you haven’t studied; in fact, you don’t remember going to class at all! To get out of this crazy school, you must pass a new kind of final exam.",4-10,60,Average,Not scary,7+,None
