room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate
"Escape room ""Diner"" by Quicksand Escape Games in San Diego",https://worldofescapes.com/san-diego/quests/quicksand-escape-games-the-diner,"1001 Garnet Ave, San Diego, CA 92109","After a wild night at a mob bar a few decades ago, you took up with the wrong crowd and now you find yourself about to rob the local diner. This isn't your first gig and you're hoping it won't be your last. The boys didn't give much detail, but said the prep work is all set; just be in and out in less than an hour.  If you can pull it off, you'll be in the ""Money Honey"". On the other hand, if you mess this one up, you'll be writing your own version of ""Jailhouse Rock"", ya dig?",2-8,60,Very difficult,Not scary,12+,None
