room_title,woe_room_url,tag_id,tag
"Escape room ""The Hotel"" by Mission: Escape Atlanta in Atlanta",https://worldofescapes.com/atlanta/quests/mission-escape-atlanta-the-hotel,0,Public Ticketing
"Escape room ""The Hotel"" by Mission: Escape Atlanta in Atlanta",https://worldofescapes.com/atlanta/quests/mission-escape-atlanta-the-hotel,1,Up to nine players
