room_title,woe_room_url,tag_id,tag
"Escape room ""Thor"" by Quest Factor in Seattle",https://worldofescapes.com/seattle/quests/quest-factor-thor,0,Private Ticketing
"Escape room ""Thor"" by Quest Factor in Seattle",https://worldofescapes.com/seattle/quests/quest-factor-thor,1,Beginners
"Escape room ""Thor"" by Quest Factor in Seattle",https://worldofescapes.com/seattle/quests/quest-factor-thor,2,Up to six players
