room_title,woe_room_url,tag_id,tag
"Escape room ""Locker Room"" by Escape Artist Texas in Houston",https://worldofescapes.com/houston/quests/escape-artist-texas-locker-room,0,Public Ticketing
"Escape room ""Locker Room"" by Escape Artist Texas in Houston",https://worldofescapes.com/houston/quests/escape-artist-texas-locker-room,1,Up to ten players
